1 0.00000 1.00000
2 0.00000 0.50000
3 0.33333 0.66667
4 0.25000 0.50000
5 0.40000 0.60000
6 0.33333 0.66667
7 0.42857 0.71429
8 0.37500 0.62500
9 0.33333 0.66667
10 0.40000 0.70000
11 0.45455 0.72727
12 0.41667 0.75000
13 0.38462 0.76923
14 0.35714 0.78571
15 0.40000 0.80000
16 0.37500 0.81250
17 0.35294 0.76471
18 0.33333 0.72222
19 0.36842 0.73684
20 0.40000 0.75000
21 0.38095 0.76190
22 0.36364 0.77273
23 0.39130 0.78261
24 0.41667 0.75000
25 0.44000 0.76000
26 0.42308 0.76923
27 0.40741 0.74074
28 0.39286 0.75000
29 0.41379 0.75862
30 0.40000 0.73333
31 0.41935 0.74194
32 0.40625 0.71875
33 0.39394 0.72727
34 0.41176 0.70588
35 0.42857 0.71429
36 0.44444 0.72222
37 0.45946 0.70270
38 0.44737 0.68421
39 0.43590 0.69231
40 0.42500 0.67500
41 0.43902 0.68293
42 0.42857 0.69048
43 0.41860 0.67442
44 0.40909 0.65909
45 0.40000 0.66667
46 0.39130 0.65217
47 0.40426 0.65957
48 0.41667 0.64583
49 0.42857 0.65306
50 0.42000 0.66000
51 0.43137 0.66667
52 0.44231 0.67308
53 0.43396 0.67925
54 0.44444 0.66667
55 0.43636 0.67273
56 0.42857 0.66071
57 0.42105 0.66667
58 0.43103 0.67241
59 0.42373 0.67797
60 0.41667 0.66667
61 0.42623 0.65574
62 0.43548 0.66129
63 0.42857 0.66667
64 0.42188 0.67188
65 0.43077 0.67692
66 0.42424 0.68182
67 0.41791 0.68657
68 0.41176 0.69118
69 0.42029 0.69565
70 0.41429 0.70000
71 0.42254 0.70423
72 0.41667 0.69444
73 0.42466 0.69863
74 0.41892 0.68919
75 0.41333 0.68000
76 0.42105 0.68421
77 0.41558 0.67532
78 0.42308 0.66667
79 0.43038 0.67089
80 0.43750 0.67500
81 0.44444 0.67901
82 0.45122 0.68293
83 0.45783 0.68675
84 0.46429 0.69048
85 0.45882 0.68235
86 0.45349 0.67442
87 0.45977 0.66667
88 0.45455 0.67045
89 0.44944 0.67416
90 0.44444 0.67778
91 0.45055 0.68132
92 0.44565 0.67391
93 0.45161 0.67742
94 0.45745 0.68085
95 0.45263 0.68421
96 0.44792 0.67708
97 0.45361 0.68041
98 0.44898 0.68367
99 0.44444 0.68687
100 0.44000 0.69000
101 0.44554 0.69307
102 0.45098 0.69608
103 0.45631 0.68932
104 0.46154 0.69231
105 0.46667 0.69524
106 0.46226 0.69811
107 0.45794 0.70093
108 0.45370 0.69444
109 0.45872 0.69725
110 0.45455 0.70000
111 0.45045 0.70270
112 0.45536 0.69643
113 0.46018 0.69027
114 0.46491 0.69298
115 0.46087 0.69565
116 0.45690 0.68966
117 0.46154 0.68376
118 0.45763 0.68644
119 0.46218 0.68067
120 0.45833 0.68333
121 0.45455 0.68595
122 0.45902 0.68033
123 0.46341 0.67480
124 0.45968 0.67742
125 0.45600 0.67200
126 0.46032 0.67460
127 0.46457 0.67717
128 0.46875 0.67969
129 0.47287 0.67442
130 0.46923 0.67692
131 0.47328 0.67939
132 0.47727 0.68182
133 0.47368 0.67669
134 0.47761 0.67164
135 0.48148 0.67407
136 0.47794 0.67647
137 0.47445 0.67883
138 0.47826 0.68116
139 0.48201 0.68345
140 0.48571 0.67857
141 0.48227 0.67376
142 0.48592 0.66901
143 0.48951 0.67133
144 0.48611 0.66667
145 0.48276 0.66897
146 0.47945 0.66438
147 0.48299 0.66667
148 0.48649 0.66892
149 0.48322 0.67114
150 0.48667 0.66667
151 0.49007 0.66225
152 0.48684 0.65789
153 0.49020 0.65359
154 0.49351 0.65584
155 0.49677 0.65161
156 0.49359 0.65385
157 0.49682 0.65605
158 0.50000 0.65823
159 0.49686 0.66038
160 0.50000 0.66250
161 0.49689 0.66460
162 0.49383 0.66049
163 0.49080 0.65644
164 0.49390 0.65854
165 0.49697 0.65455
166 0.49398 0.65663
167 0.49701 0.65269
168 0.50000 0.65476
169 0.49704 0.65680
170 0.49412 0.65882
171 0.49123 0.65497
172 0.49419 0.65116
173 0.49711 0.64740
174 0.50000 0.64943
175 0.49714 0.64571
176 0.50000 0.64773
177 0.49718 0.64972
178 0.49438 0.65169
179 0.49162 0.65363
180 0.48889 0.65000
181 0.49171 0.65193
182 0.49451 0.65385
183 0.49727 0.65027
184 0.49457 0.65217
185 0.49730 0.65405
186 0.50000 0.65591
187 0.50267 0.65775
188 0.50532 0.65957
189 0.50265 0.66138
190 0.50000 0.66316
191 0.50262 0.66492
192 0.50000 0.66667
193 0.50259 0.66321
194 0.50000 0.66495
195 0.49744 0.66667
196 0.50000 0.66327
197 0.49746 0.65990
198 0.50000 0.66162
199 0.50251 0.66332
200 0.50500 0.66500
201 0.50746 0.66169
202 0.50990 0.66337
203 0.50739 0.66502
204 0.50490 0.66176
205 0.50244 0.66341
206 0.50000 0.66019
207 0.49758 0.65700
208 0.49519 0.65385
209 0.49761 0.65550
210 0.50000 0.65238
211 0.49763 0.64929
212 0.50000 0.65094
213 0.49765 0.65258
214 0.49533 0.64953
215 0.49302 0.65116
216 0.49537 0.64815
217 0.49309 0.64977
218 0.49541 0.65138
219 0.49315 0.64840
220 0.49091 0.64545
221 0.48869 0.64706
222 0.49099 0.64865
223 0.49327 0.65022
224 0.49554 0.64732
225 0.49333 0.64444
226 0.49558 0.64602
227 0.49780 0.64317
228 0.49561 0.64474
229 0.49345 0.64192
230 0.49565 0.64348
231 0.49351 0.64502
232 0.49138 0.64655
233 0.48927 0.64807
234 0.48718 0.64530
235 0.48936 0.64255
236 0.48729 0.64407
237 0.48945 0.64557
238 0.48739 0.64286
239 0.48954 0.64017
240 0.49167 0.63750
241 0.48963 0.63900
242 0.49174 0.64050
243 0.48971 0.64198
244 0.48770 0.63934
245 0.48571 0.64082
246 0.48374 0.63821
247 0.48583 0.63968
248 0.48790 0.64113
249 0.48996 0.64257
250 0.49200 0.64400
251 0.49402 0.64542
252 0.49603 0.64683
253 0.49802 0.64822
254 0.49606 0.64961
255 0.49804 0.65098
256 0.50000 0.65234
257 0.50195 0.65370
258 0.50000 0.65116
259 0.50193 0.65251
260 0.50000 0.65385
261 0.50192 0.65134
262 0.50000 0.65267
263 0.50190 0.65399
264 0.50000 0.65530
265 0.50189 0.65660
266 0.50376 0.65789
267 0.50187 0.65918
268 0.50373 0.66045
269 0.50558 0.66171
270 0.50370 0.65926
271 0.50554 0.65683
272 0.50368 0.65809
273 0.50549 0.65568
274 0.50730 0.65328
275 0.50909 0.65455
276 0.50725 0.65580
277 0.50903 0.65704
278 0.51079 0.65827
279 0.50896 0.65591
280 0.50714 0.65714
281 0.50890 0.65836
282 0.50709 0.65603
283 0.50530 0.65724
284 0.50352 0.65493
285 0.50526 0.65614
286 0.50699 0.65734
287 0.50871 0.65854
288 0.51042 0.65972
289 0.50865 0.66090
290 0.51034 0.66207
291 0.51203 0.65979
292 0.51370 0.65753
293 0.51536 0.65870
294 0.51361 0.65986
295 0.51186 0.66102
296 0.51014 0.65878
297 0.51178 0.65993
298 0.51342 0.66107
299 0.51505 0.65886
300 0.51667 0.66000
301 0.51827 0.66113
302 0.51987 0.65894
303 0.51815 0.66007
304 0.51645 0.65789
305 0.51803 0.65902
306 0.51961 0.65686
307 0.51792 0.65798
308 0.51623 0.65909
309 0.51456 0.66019
310 0.51290 0.65806
311 0.51447 0.65595
312 0.51282 0.65385
313 0.51118 0.65495
314 0.50955 0.65605
315 0.51111 0.65714
316 0.50949 0.65506
317 0.51104 0.65300
318 0.51258 0.65094
319 0.51411 0.65204
320 0.51250 0.65312
321 0.51090 0.65421
322 0.50932 0.65528
323 0.51084 0.65635
324 0.51235 0.65741
325 0.51077 0.65846
326 0.50920 0.65951
327 0.51070 0.66055
328 0.51220 0.66159
329 0.51064 0.66261
330 0.51212 0.66364
331 0.51057 0.66163
332 0.50904 0.65964
333 0.50751 0.65766
334 0.50599 0.65868
335 0.50448 0.65970
336 0.50298 0.66071
337 0.50445 0.66172
338 0.50296 0.65976
339 0.50147 0.66077
340 0.50000 0.66176
341 0.49853 0.66276
342 0.50000 0.66082
343 0.49854 0.66181
344 0.50000 0.66279
345 0.49855 0.66377
346 0.49711 0.66474
347 0.49568 0.66282
348 0.49713 0.66379
349 0.49570 0.66476
350 0.49714 0.66286
351 0.49573 0.66097
352 0.49716 0.66193
353 0.49575 0.66006
354 0.49435 0.66102
355 0.49296 0.65915
356 0.49157 0.65730
357 0.49020 0.65826
358 0.49162 0.65922
359 0.49304 0.65738
360 0.49444 0.65556
361 0.49307 0.65651
362 0.49448 0.65746
363 0.49311 0.65565
364 0.49451 0.65385
365 0.49315 0.65205
366 0.49454 0.65301
367 0.49591 0.65395
368 0.49457 0.65489
369 0.49593 0.65312
370 0.49459 0.65405
371 0.49596 0.65499
372 0.49731 0.65591
373 0.49866 0.65416
374 0.50000 0.65508
375 0.49867 0.65600
376 0.50000 0.65691
377 0.50133 0.65517
378 0.50265 0.65608
379 0.50132 0.65435
380 0.50000 0.65526
381 0.49869 0.65354
382 0.50000 0.65445
383 0.50131 0.65535
384 0.50260 0.65365
385 0.50130 0.65455
386 0.50000 0.65544
387 0.50129 0.65633
388 0.50000 0.65722
389 0.50129 0.65810
390 0.50256 0.65641
391 0.50384 0.65729
392 0.50255 0.65816
393 0.50382 0.65649
394 0.50508 0.65736
395 0.50380 0.65823
